player_name,team,season,age,games_played,games_started,minutes_per_game,points,rebounds,assists,steals,blocks,turnovers,fg_pct,three_pt_pct,ft_pct,usage_rate,per,true_shooting_pct,bpm,vorp
Bam Young,MEM,2014-15,30,47,40,17.8,17.8,4.8,0.2,0.9,0.2,1.6,0.404,0.414,0.81,18.6,14.4,0.491,-8.4,3.1
Domantas Carter,MEM,2014-15,21,63,4,17.5,15.7,4.9,2.9,1.3,0.2,3.2,0.393,0.314,0.853,26.7,6.6,0.535,-2.4,4.4
LaMelo Campbell,LAL,2014-15,19,26,3,24.9,18.4,5.1,3.4,0.9,0.2,2.3,0.399,0.293,0.856,16.3,13.2,0.493,-4.6,0.8
Tyrese Murphy,ATL,2014-15,25,46,32,31.9,5.0,0.5,1.6,1.0,1.1,2.0,0.471,0.346,0.76,26.1,9.2,0.619,3.4,-0.3
Zach Lopez,LAL,2014-15,21,82,4,19.6,20.0,1.9,6.1,1.3,0.4,2.6,0.466,0.308,0.709,27.4,18.1,0.572,0.9,3.5
Cade Mitchell,PHI,2014-15,31,68,45,28.3,19.8,5.8,1.3,0.6,2.1,1.5,0.507,0.415,0.682,23.3,16.8,0.589,0.1,-3.6
Luka Cook,MIN,2014-15,21,33,18,31.2,7.7,3.6,0.2,0.4,0,2.2,0.407,0.406,0.745,16.1,14.6,0.552,5.2,-0.2
Tyrese Thompson,OKC,2014-15,27,74,20,22.8,11.4,1.2,7.7,0.8,0.1,1.8,0.435,0.286,0.82,20.6,14.9,0.574,-0.3,-0.9
Brandon Hill,WAS,2014-15,23,52,42,35.9,16.9,7.0,4.2,1.0,0.1,0.9,0.462,0.409,0.834,22.6,21.6,0.632,1.4,3.4
Joel Campbell,LAC,2014-15,21,22,5,12.9,17.9,0.5,3.2,1.0,0.1,3.1,0.383,0.308,0.669,26.3,15.0,0.516,-2.1,0.6
DeAndre Green,MIL,2014-15,29,44,8,30.5,2,6.9,3.4,1.8,0,2.0,0.459,0.314,0.918,16.7,16.7,0.483,-3.4,2.6
Malik Evans,PHX,2014-15,24,79,3,21.6,13.5,9.5,0.4,0.7,0,1.9,0.484,0.34,0.731,24.7,13.1,0.572,-1.6,1.4
Damian Cook,IND,2014-15,29,36,14,12.5,13.9,2.9,3.2,1.7,0.8,1.2,0.447,0.4,0.773,17.4,14.8,0.577,-2.8,0.6
Bam Reed,LAL,2014-15,26,41,14,16.7,28.4,5.3,3.1,1.1,1.2,1.5,0.52,0.367,0.855,29.5,9.3,0.529,3.9,2.4
Tyrese Williams,SAC,2014-15,25,82,36,21.0,14.7,8.6,6.9,0.9,0.5,2.4,0.392,0.31,0.693,26.2,17.8,0.642,5.8,1.9
DeMar Miller,CHI,2014-15,36,29,16,27.8,13.9,6.9,2.7,1.1,1.3,2.6,0.44,0.36,0.742,25.9,16.3,0.502,4.1,1.0
Fred Davis,ORL,2014-15,36,67,16,26.3,4.8,4.0,0.2,1.6,0.2,2.4,0.531,0.41,0.89,24.2,14.0,0.53,-2.1,3.9
Fred Carter,CLE,2014-15,20,81,45,21.8,12.7,8.7,4.1,0.1,0,4.2,0.504,0.319,0.667,31.2,22.4,0.603,-1.5,0.5
Zion Phillips,LAC,2014-15,26,28,13,33.6,12.8,7.5,4.0,0.9,1.5,0.3,0.417,0.369,0.853,18.1,22.0,0.628,0.9,1.2
DeAndre Reed,OKC,2014-15,35,23,21,27.6,23.1,6.7,7.1,1.4,1.1,1.9,0.462,0.333,0.912,24.5,12.0,0.539,-3.9,1.1
Trae Morris,BKN,2014-15,27,45,4,16.6,8.7,6.8,6.3,1.0,0.6,1.9,0.46,0.38,0.734,33.3,16.9,0.545,1.0,1.1
Pascal Thompson,BKN,2014-15,24,33,3,29.4,10.0,3.7,4.9,0.9,0.6,0.6,0.463,0.337,0.876,21.3,20.8,0.607,-3.7,4.3
Joel Thomas,PHI,2014-15,28,20,9,38,22.3,4.7,3.0,1.0,0.2,2.2,0.515,0.374,0.88,26.9,3.3,0.533,-7.0,-2.1
Julius Young,CLE,2014-15,30,55,23,21.3,4.1,7.5,0.2,0.8,0.7,1.5,0.494,0.359,0.88,31.0,19.8,0.607,-3.6,6.2
Chris Stewart,POR,2014-15,24,20,8,24.8,10.0,0.6,3.1,0.6,0,1.0,0.54,0.406,0.812,17.0,7.9,0.577,2.3,0.3
Giannis Young,MIL,2014-15,27,36,25,12.8,8.1,8.7,5.7,0.9,0.8,1.4,0.516,0.365,0.73,23.1,22.8,0.577,-4.7,2.4
CJ Martin,MIA,2014-15,22,70,25,25.5,13.3,8.6,4.3,1.3,0,0.3,0.472,0.35,0.815,21.3,12.4,0.635,0.1,-2.3
Khris Martin,POR,2014-15,26,76,37,19.3,28.1,6.1,4.2,1.5,0.4,2.7,0.495,0.375,0.876,30.3,13.8,0.512,-1.2,4.9
Domantas Parker,DET,2014-15,24,79,31,14.5,6.9,7.0,0.7,0.3,0.6,1.2,0.457,0.379,0.902,25.8,14.9,0.626,-1.0,0.7
Jalen Baker,IND,2014-15,26,75,13,34.5,11.5,3.3,3.0,0.8,1.7,1.1,0.433,0.416,0.816,28.8,15.2,0.612,1.3,2.6
Jaylen Williams,NYK,2014-15,28,72,71,17.7,5.8,12.0,5.5,0.8,0.5,3.4,0.389,0.368,0.744,16.3,16.0,0.524,3.3,2.3
LaMelo Thompson,LAL,2014-15,24,80,34,38,10.9,6.7,2.1,1.2,0.1,2.2,0.48,0.374,0.695,20.6,12.4,0.5,3.7,3.8
Ja Jackson,UTA,2014-15,33,69,6,18.5,9.0,4.2,4.6,0.8,1.1,2.6,0.449,0.28,0.898,24.0,10.1,0.537,-1.0,1.1
James Martin,NOP,2014-15,21,32,6,38,17.5,0.5,0.2,0.8,0.1,3.6,0.511,0.36,0.845,26.8,11.2,0.607,0.8,-0.4
Fred Wright,DAL,2014-15,35,24,4,23.9,21.1,3.1,0.7,0.4,0.2,1.5,0.391,0.384,0.863,26.4,13.0,0.515,0.9,-0.3
DeAndre Moore,OKC,2014-15,19,41,21,28.2,17.6,0.5,1.8,0.7,0.4,2.2,0.384,0.336,0.695,33.1,16.7,0.577,-1.2,3.5
Pascal Allen,GSW,2014-15,26,67,50,15.9,22.5,0.5,5.9,0.5,0.2,1.4,0.382,0.379,0.734,26.1,10.9,0.481,2.1,0.6
Kevin Brown,SAC,2014-15,34,47,4,32.1,2,1.2,2.9,1.5,0.4,2.7,0.418,0.414,0.679,17.5,18.8,0.649,0.0,-1.7
Jalen Morris,SAC,2014-15,21,20,6,34.3,5.4,10.4,8.9,1.6,0.5,1.7,0.543,0.316,0.851,28.6,16.0,0.493,-2.9,2.1
Jalen Murphy,HOU,2014-15,31,33,4,34.9,13.1,9.5,0.2,1.0,0.4,1.6,0.529,0.298,0.816,26.4,11.8,0.559,-1.3,-0.6
Malik Wilson,PHX,2014-15,19,57,48,24.8,17.1,6.5,0.2,0.2,1.2,2.6,0.507,0.37,0.74,28.3,14.4,0.569,1.6,-0.2
Trae Miller,DAL,2014-15,28,23,23,29.5,14.2,8.8,1.1,1.2,0.3,1.5,0.409,0.355,0.818,32.0,18.3,0.526,1.4,2.9
Devin Turner,MEM,2014-15,20,22,8,21.5,18.3,1.2,1.9,0,0.1,1.6,0.475,0.283,0.877,31.3,22.3,0.549,3.2,1.3
Kevin Johnson,GSW,2014-15,29,73,15,34.9,14.9,6.3,3.3,1.3,0.5,2.4,0.471,0.334,0.789,22.0,12.0,0.536,-0.1,-0.9
CJ Evans,OKC,2014-15,23,33,32,26.7,4.2,0.9,7.2,1.0,0.7,2.1,0.411,0.367,0.66,31.2,14.0,0.631,-1.3,2.8
Tyrese King,OKC,2014-15,23,63,14,38,11.2,8.8,4.3,0.8,0.5,1.5,0.48,0.408,0.759,19.5,14.1,0.52,-1.8,2.5
Devin Mitchell,LAC,2014-15,27,35,18,38,23.8,6.8,4.4,1.7,0.7,2.3,0.504,0.359,0.81,25.8,18.3,0.57,-0.4,1.9
Tyrese Johnson,ORL,2014-15,23,25,1,10.9,19.9,2.5,0.2,0.9,0.5,3.1,0.463,0.342,0.692,21.3,17.7,0.495,2.7,0.3
Donovan Green,ORL,2014-15,24,50,14,24.6,13.3,3.8,7.8,0.9,0.2,1.4,0.502,0.357,0.761,25.6,23.2,0.571,-0.9,2.2
Kyle Campbell,SAS,2014-15,26,38,14,29.2,17.8,2.9,4.0,2.0,0.4,3.3,0.414,0.319,0.672,22.1,19.2,0.513,-3.1,-1.2
Julius Moore,LAC,2014-15,27,20,5,18.7,19.0,6.3,6.6,1.2,0.9,1.4,0.381,0.365,0.71,22.5,16.1,0.535,0.7,3.2
Ja Lopez,CHI,2014-15,25,29,26,5,2,2.8,4.0,0.7,0,3.2,0.396,0.338,0.707,20.1,14.4,0.516,3.8,0.3
Ja Campbell,MEM,2014-15,35,49,17,20.5,24.6,13.0,0.2,1.8,0,1.0,0.532,0.303,0.792,19.7,13.4,0.543,0.1,0.2
Andre Baker,SAC,2014-15,25,54,33,16.8,17.7,7.0,8.7,0.6,0.5,0.6,0.542,0.385,0.774,25.3,14.6,0.562,-0.7,1.7
Nikola Murphy,PHI,2014-15,32,46,30,26.8,9.4,5.4,4.9,1.0,0.7,1.3,0.506,0.41,0.858,30.3,7.7,0.625,5.8,-0.3
Domantas Nelson,DEN,2014-15,23,32,11,24.9,18.0,7.6,5.6,1.7,1.7,2.1,0.411,0.411,0.669,23.8,17.7,0.555,1.4,2.8
Shai Anderson,WAS,2014-15,33,40,35,24.9,10.4,1.4,6.4,1.1,0.7,1.5,0.443,0.388,0.843,21.2,14.6,0.555,-1.1,3.9
Ja Johnson,BKN,2014-15,23,67,23,19.8,6.0,4.1,4.2,1.8,0.7,2.9,0.527,0.37,0.653,25.2,7.0,0.636,4.2,-0.1
Domantas Parker,SAC,2014-15,23,72,65,11.2,22.0,2.7,3.5,0.7,0.9,0.3,0.491,0.308,0.726,27.6,10.4,0.565,4.9,-1.8
Luka Adams,DET,2014-15,33,77,7,13.8,16.3,1.2,0.2,0.6,1.4,2.1,0.469,0.413,0.653,23.8,20.1,0.629,0.1,-0.4
Cade Wright,WAS,2014-15,28,31,19,30.2,6.9,8.4,4.0,0.7,0.7,2.5,0.487,0.394,0.817,28.4,21.0,0.598,4.5,2.9
Anthony Wilson,LAL,2014-15,23,69,54,23.0,7.1,9.9,5.1,1.1,1.1,1.7,0.492,0.331,0.809,20.7,19.7,0.518,-2.2,-1.7
Brandon King,ORL,2014-15,25,44,24,14.8,7.8,5.8,1.7,1.0,1.1,2.4,0.431,0.39,0.81,22.3,23.7,0.62,0.7,2.6
Malik Morris,DAL,2014-15,21,51,25,33.8,13.9,6.2,4.4,1.1,1.1,1.3,0.529,0.313,0.77,16.5,15.0,0.481,4.9,-1.9
Darius Davis,MIL,2014-15,25,62,3,22.1,10.7,3.0,5.1,1.7,0.4,2.4,0.392,0.407,0.908,19.6,11.3,0.515,1.0,-0.4
DeMar Thompson,DAL,2014-15,21,45,37,20.6,13.6,11.4,1.9,1.8,0.4,1.8,0.432,0.382,0.86,28.6,11.8,0.556,3.4,2.7
LaMelo Taylor,LAL,2014-15,24,81,14,29.8,16.8,4.9,1.4,0.9,0,1.8,0.518,0.317,0.881,18.4,19.6,0.49,0.4,2.1
Tyrese Anderson,SAC,2014-15,26,47,42,20.2,17.0,5.9,0.7,1.5,0.9,1.7,0.507,0.328,0.912,22.7,15.6,0.537,3.1,1.6
Khris Evans,NYK,2014-15,29,77,2,37.2,17.6,4.4,6.4,0.6,0.6,1.8,0.53,0.368,0.789,32.6,18.3,0.505,2.8,0.7
Zion Parker,DET,2014-15,23,53,1,37.2,15.4,1.5,7.1,0.7,0.3,1.0,0.511,0.357,0.843,20.9,24.2,0.599,0.7,2.5
Khris Miller,LAL,2014-15,20,41,41,26.7,16.2,0.5,0.2,1.0,0.4,2.5,0.472,0.398,0.814,34.6,16.6,0.595,-2.9,0.1
Giannis Morris,PHX,2014-15,25,27,4,24.0,8.8,0.5,7.4,1.6,1.3,3.1,0.488,0.323,0.874,15.8,10.4,0.506,-0.0,0.9
Domantas Mitchell,HOU,2014-15,25,60,10,31.6,14.9,3.4,4.1,1.3,0.4,2.1,0.539,0.373,0.902,19.0,18.3,0.569,5.1,0.2
DeAndre Collins,PHI,2015-16,35,61,49,36.2,12.9,6.1,2.7,1.2,0.2,2.5,0.411,0.348,0.694,23.4,23.0,0.616,-0.3,3.6
Jalen Thompson,POR,2015-16,22,36,7,28.7,15.4,1.9,3.1,0.4,0.7,1.8,0.517,0.408,0.9,20.3,11.5,0.636,-1.5,2.9
Fred Mitchell,WAS,2015-16,30,77,7,31.0,11.1,11.9,3.0,1.2,0.2,1.6,0.452,0.36,0.749,20.7,9.2,0.634,3.9,5.3
Darius Roberts,LAC,2015-16,28,62,31,32.8,11.2,7.9,0.5,1.3,1.2,2.0,0.509,0.373,0.82,30.4,23.8,0.513,5.6,2.4
DeAndre Wilson,SAS,2015-16,25,46,29,28.0,25.4,7.9,7.0,0.6,0.7,0.9,0.479,0.347,0.79,28.7,23.6,0.56,0.2,3.6
Kevin Stewart,CHA,2015-16,27,68,49,12.2,14.2,1.8,2.0,1.6,0,2.8,0.445,0.381,0.865,33.4,13.5,0.611,-4.8,-1.0
DeAndre Nelson,MIA,2015-16,29,72,38,30.7,4.3,9.0,2.5,0.4,0.6,2.0,0.534,0.331,0.813,27.9,8.8,0.576,4.7,1.6
Devin Stewart,POR,2015-16,32,61,3,15.9,12.1,0.5,3.3,1.2,0.5,0.3,0.428,0.397,0.836,24.4,11.7,0.523,-0.2,2.1
Jalen Parker,GSW,2015-16,26,72,72,38,13.5,11.1,0.2,1.5,1.7,2.2,0.383,0.281,0.894,25.5,20.6,0.617,2.9,3.3
Zion Stewart,NOP,2015-16,19,61,55,20.7,4.5,2.8,3.6,0.5,0.3,2.1,0.487,0.343,0.854,17.3,7.5,0.482,-5.4,0.2
James Reed,ORL,2015-16,28,74,44,29.7,13.9,9.6,1.8,0.4,0.7,2.6,0.404,0.287,0.756,30.1,10.3,0.583,-1.2,0.7
CJ Jackson,BKN,2015-16,28,65,65,18.3,9.7,8.5,3.1,0.9,0.1,0.3,0.426,0.393,0.755,33.1,21.4,0.592,3.6,-0.3
Damian Turner,DET,2015-16,23,30,20,28.5,15.8,10.7,0.2,0.7,0.9,2.3,0.394,0.367,0.81,34.3,17.1,0.537,-1.4,2.5
Domantas Young,IND,2015-16,31,43,21,28.1,19.3,7.2,3.0,0.2,0,2.2,0.513,0.418,0.899,20.2,16.6,0.594,0.4,5.0
Zach Morris,DET,2015-16,23,55,29,37.9,7.5,3.9,1.6,1.5,0.1,3.1,0.538,0.396,0.857,31.9,8.1,0.511,3.9,1.2
Kyle Moore,SAC,2015-16,34,47,6,27.3,17.9,12.3,6.5,0.5,0.3,3.0,0.53,0.379,0.716,33.8,13.4,0.503,-0.2,-0.8
Jayson White,POR,2015-16,31,54,3,24.5,11.8,6.6,0.2,0.8,0,1.1,0.467,0.359,0.838,21.7,13.9,0.53,5.1,1.4
Darius Mitchell,DAL,2015-16,23,41,23,10.7,21.6,7.7,3.4,0.5,1.5,0.4,0.527,0.385,0.865,16.5,14.7,0.609,-0.2,3.3
DeMar Campbell,LAL,2015-16,20,52,42,29.6,23.2,2.4,4.2,0.9,0.6,1.1,0.425,0.345,0.898,34.8,16.5,0.582,-2.9,0.3
DeMar Morris,MIL,2015-16,23,75,56,27.6,9.3,3.5,6.2,0.8,0.9,1.4,0.421,0.415,0.885,24.3,14.1,0.578,0.1,-0.8
Cade Young,ATL,2015-16,28,24,12,33.9,8.9,8.4,0.2,1.1,0.7,1.2,0.399,0.287,0.659,21.4,0.5,0.622,5.1,2.2
Ja Miller,BKN,2015-16,29,35,8,33.3,20.6,5.7,4.7,0.9,0.5,0.3,0.487,0.309,0.761,26.4,9.1,0.525,1.8,0.0
Jaylen King,CHA,2015-16,27,70,54,18.4,17.1,6.2,3.5,0.6,0,1.9,0.414,0.304,0.678,17.7,9.6,0.52,1.9,2.7
Luka Evans,CHA,2015-16,22,37,21,20.0,4.8,4.0,3.6,1.3,0.6,1.6,0.533,0.404,0.836,25.2,13.4,0.604,5.5,-1.6
Damian Murphy,SAS,2015-16,20,35,12,21.6,20.7,2.8,5.9,0.3,0.5,2.7,0.52,0.343,0.841,22.0,19.4,0.528,-1.8,-0.7
Zion Moore,MIL,2015-16,28,51,25,30.1,2,5.5,3.3,0.8,1.0,2.2,0.389,0.299,0.895,22.3,19.2,0.562,-0.6,-0.1
DeAndre Nelson,DEN,2015-16,35,72,5,38,28.0,8.2,3.1,0.3,0.1,2.2,0.549,0.306,0.652,18.3,8.8,0.644,-2.8,1.4
Kyle Carter,IND,2015-16,28,65,56,25.8,24.7,1.6,0.7,0.4,1.2,3.2,0.51,0.3,0.775,21.1,6.2,0.642,-6.7,-0.1
Ja Evans,DEN,2015-16,25,39,0,12.6,7.5,0.8,4.1,0.7,1.3,2.3,0.44,0.399,0.684,22.4,15.1,0.641,1.3,0.3
Ja Hill,DAL,2015-16,24,72,54,12.6,8.4,3.6,0.2,1.5,0.6,4.0,0.404,0.323,0.666,28.3,10.0,0.612,0.2,3.4
Kyle Baker,DET,2015-16,23,29,11,33.6,2,1.5,6.8,2.6,0.5,1.1,0.492,0.363,0.681,18.4,19.0,0.637,1.4,1.4
Jordan Lopez,DEN,2015-16,23,55,51,22.1,24.2,2.1,6.9,0.9,0.3,1.6,0.422,0.325,0.774,20.9,21.7,0.61,3.8,0.9
Tyrese Wright,POR,2015-16,32,75,59,23.7,18.4,0.5,5.5,2.0,0.7,2.8,0.487,0.312,0.853,18.3,18.0,0.606,-0.8,3.3
Cade Phillips,BOS,2015-16,23,26,11,20.9,11.2,5.8,2.9,0.9,1.4,2.3,0.462,0.3,0.683,16.0,12.3,0.5,2.2,0.5
Darius Wilson,ATL,2015-16,27,50,18,38,2,6.3,4.1,1.4,0,3.6,0.512,0.399,0.763,21.4,14.4,0.513,0.6,5.8
Bam Edwards,NYK,2015-16,20,43,31,37.6,14.4,4.0,4.3,1.8,0.9,3.0,0.415,0.39,0.849,19.6,15.3,0.632,-4.0,-0.5
Jayson Stewart,ORL,2015-16,24,46,30,25.4,5.7,0.5,6.4,1.5,0,2.7,0.493,0.299,0.72,32.3,13.1,0.622,-5.4,-1.3
Jaylen Martin,MIN,2015-16,34,72,49,23.4,12.2,2.3,8.6,0.3,1.0,0.7,0.457,0.31,0.831,25.1,19.5,0.547,1.8,0.1
Marcus Morris,LAC,2015-16,26,74,33,30.5,34.3,0.5,4.2,0.7,1.2,3.2,0.423,0.313,0.84,33.2,10.3,0.495,1.5,0.5
Giannis Mitchell,PHI,2015-16,21,46,43,28.4,11.8,4.3,0.8,0.9,1.1,1.3,0.528,0.299,0.885,32.7,11.7,0.502,1.2,-1.1
Nikola Jackson,ATL,2015-16,23,23,3,15.7,19.2,5.5,2.3,0.8,1.2,0.7,0.515,0.378,0.771,23.9,18.8,0.586,-0.3,1.0
Jalen Phillips,CLE,2015-16,27,50,37,33.6,14.2,6.9,5.4,0.2,0.3,2.8,0.385,0.382,0.729,18.4,16.0,0.577,-2.7,0.4
Luka Wilson,MIN,2015-16,22,76,66,23.6,11.1,1.8,3.5,0.9,0.4,2.9,0.413,0.379,0.795,34.1,9.8,0.607,0.8,0.2
Jordan Morris,CLE,2015-16,33,36,19,33.0,22.0,1.1,2.5,0.6,0.7,2.9,0.412,0.316,0.893,34.4,18.6,0.612,-2.1,2.2
DeMar Williams,BOS,2015-16,30,63,61,24.1,17.2,4.8,3.7,1.7,0.9,2.7,0.546,0.322,0.831,17.5,26.1,0.563,-2.2,2.2
Damian Miller,DAL,2015-16,20,50,1,30.2,11.9,1.4,3.3,0.3,0.8,0.7,0.545,0.409,0.754,20.3,8.5,0.591,-3.3,6.6
DeAndre Roberts,HOU,2015-16,25,28,6,27.1,10.9,6.1,1.8,0.2,0.4,0.7,0.488,0.289,0.767,17.6,14.0,0.615,3.3,-0.7
Cade White,PHX,2015-16,24,41,37,15.0,18.8,0.5,0.5,0.6,0.3,2.1,0.508,0.411,0.754,29.6,17.7,0.621,5.3,-0.6
Kyle Wilson,DEN,2015-16,31,59,28,25.7,3.2,7.1,0.3,0.8,0,1.3,0.536,0.306,0.666,24.7,15.2,0.598,3.0,1.6
Nikola Young,TOR,2015-16,27,62,53,29.4,15.4,7.5,2.6,0.9,0.8,2.7,0.453,0.39,0.894,20.1,15.1,0.632,-1.1,4.1
Devin Lopez,SAC,2015-16,30,82,44,38,12.6,7.3,0.2,0.8,0.8,2.8,0.471,0.395,0.669,28.2,10.2,0.524,3.5,0.7
Kyle Wright,DAL,2015-16,29,48,11,25.2,2,1.8,7.4,0.5,0.4,1.6,0.538,0.413,0.705,19.5,16.5,0.599,2.8,1.1
Julius Turner,OKC,2015-16,28,72,23,21.0,14.1,7.4,4.8,0.4,0.3,2.0,0.505,0.345,0.659,27.6,4.7,0.553,1.3,1.6
Jordan Miller,DEN,2015-16,25,82,21,24.1,18.7,3.8,3.1,1.3,0.7,1.1,0.455,0.32,0.83,24.8,8.8,0.633,-4.6,4.4
Darius Johnson,SAS,2015-16,25,36,24,18.0,7.8,6.0,2.4,0.6,0.8,3.7,0.399,0.417,0.915,17.7,11.2,0.625,1.8,3.0
Tyler Thompson,GSW,2015-16,27,51,17,16.9,9.0,5.3,4.7,0.9,0.3,1.9,0.404,0.385,0.873,32.4,14.4,0.597,-1.2,-1.2
Tyrese Carter,MEM,2015-16,28,32,25,23.7,19.9,4.8,6.3,0.8,0.2,1.7,0.445,0.409,0.689,15.6,10.2,0.516,1.3,3.3
Andre Campbell,PHI,2015-16,22,48,26,25.5,18.9,6.0,3.1,0.8,0.7,1.2,0.512,0.359,0.914,19.8,18.1,0.6,1.0,0.1
Jayson Parker,WAS,2015-16,37,76,25,12.9,15.6,1.4,1.6,1.2,0.7,2.0,0.417,0.411,0.844,15.0,19.0,0.619,1.3,3.7
Cade Moore,LAL,2015-16,33,75,13,34.2,4.4,5.4,2.7,0.7,0.9,0.3,0.395,0.331,0.831,34.1,11.0,0.547,2.8,0.2
Luka Hill,PHI,2015-16,35,22,3,26.3,13.8,4.3,1.4,0.7,1.2,4.2,0.425,0.354,0.838,25.4,12.9,0.54,-3.5,0.9
CJ Anderson,SAS,2015-16,29,76,66,26.2,13.4,8.3,6.1,0.5,1.2,1.7,0.486,0.353,0.876,17.7,12.5,0.624,-0.2,0.9
Joel Campbell,CHA,2015-16,23,55,30,30.7,12.4,1.9,1.2,1.1,0.6,2.3,0.423,0.337,0.831,28.5,12.7,0.515,4.2,1.5
Julius Adams,MEM,2015-16,28,33,30,25.5,8.5,2.7,5.8,0.4,1.6,1.4,0.441,0.355,0.856,32.7,15.5,0.617,-2.2,-0.4
Zion Morris,TOR,2015-16,25,68,49,38,8.9,3.6,2.7,1.7,0.6,2.7,0.529,0.357,0.715,17.6,15.4,0.645,0.4,3.7
Julius Nelson,UTA,2015-16,27,29,9,29.4,19.0,3.9,0.2,0.1,0.4,2.5,0.472,0.4,0.728,20.4,16.7,0.635,1.8,4.2
Nikola Wilson,CLE,2015-16,28,66,6,29.6,18.7,7.1,2.1,1.8,0.3,0.3,0.5,0.396,0.671,34.5,21.4,0.639,0.5,-2.0
Chris Wright,CHA,2015-16,25,72,18,20.0,11.9,9.0,2.5,1.5,0.4,0.3,0.452,0.418,0.654,32.4,15.0,0.618,5.2,3.7
Kyle Nelson,PHI,2015-16,21,46,44,14.7,10.4,5.8,6.2,0.5,0.9,3.5,0.385,0.315,0.775,24.6,15.2,0.565,-6.0,2.7
Ja Morris,BKN,2015-16,28,53,10,33.7,11.3,7.0,1.7,1.6,0,0.4,0.505,0.335,0.864,31.0,15.5,0.635,0.0,-2.3
Malik Wilson,DAL,2015-16,28,62,44,31.6,18.2,2.4,8.8,0.8,1.1,0.8,0.428,0.308,0.687,27.5,23.1,0.605,-1.3,4.2
Malik Collins,IND,2015-16,27,37,29,24.6,5.5,3.3,4.0,1.5,0,2.5,0.514,0.336,0.793,18.4,9.3,0.534,5.3,0.8
Jordan Phillips,MIN,2015-16,27,36,31,11.0,18.7,7.0,3.5,0.9,0,2.3,0.505,0.397,0.896,15.6,16.8,0.489,0.1,4.2
Joel Moore,CHI,2015-16,21,53,40,20.5,14.6,4.8,3.4,1.1,0,4.5,0.472,0.333,0.899,16.5,12.7,0.481,-1.5,3.9
Damian Martin,MIL,2015-16,22,40,37,34.3,11.5,2.1,0.7,1.8,0.5,2.8,0.539,0.328,0.907,18.3,16.4,0.64,-1.8,-0.7
Kyle Taylor,MEM,2015-16,23,42,2,9.5,8.1,3.3,2.9,0.8,1.0,1.2,0.419,0.293,0.685,28.7,20.3,0.564,3.2,4.3
Malik Johnson,PHI,2015-16,27,28,15,26.1,11.5,7.9,4.4,1.1,0.6,2.7,0.392,0.315,0.67,21.1,17.3,0.54,4.1,-0.3
Anthony Campbell,MIA,2015-16,25,45,22,17.0,10.1,7.4,2.8,1.4,0.9,0.8,0.423,0.3,0.806,31.0,11.6,0.615,3.2,-2.2
Marcus Davis,DET,2015-16,24,77,10,26.2,17.8,9.4,8.6,1.2,0,2.8,0.528,0.33,0.744,18.5,14.7,0.601,1.0,1.7
Anthony Anderson,BKN,2015-16,30,55,44,34.4,10.6,6.4,4.0,2.1,0.3,2.8,0.389,0.34,0.831,32.9,15.6,0.58,-0.0,6.6
Shai Phillips,BKN,2015-16,20,24,12,32.1,12.7,0.5,1.0,0.8,0,3.3,0.505,0.282,0.657,21.5,20.9,0.516,0.6,6.3
Joel Green,HOU,2015-16,25,41,36,18.4,14.3,7.1,2.4,2.3,0.2,1.5,0.541,0.366,0.874,28.0,20.9,0.641,2.0,3.4
Cade Roberts,CHI,2015-16,27,68,65,29.4,16.5,4.9,4.6,1.2,0,3.5,0.528,0.295,0.685,27.8,11.9,0.624,-1.2,0.1
Damian Anderson,TOR,2015-16,22,82,6,33.8,13.4,0.5,1.0,1.3,0.1,1.8,0.454,0.303,0.716,29.9,8.9,0.601,-2.4,0.3
LaMelo Taylor,MIN,2015-16,25,35,4,24.9,2,3.5,2.9,1.7,0,1.8,0.533,0.389,0.816,15.2,16.6,0.491,-4.2,0.8
Shai Reed,PHX,2015-16,29,58,34,16.1,9.5,5.9,2.6,1.9,0.6,1.2,0.435,0.374,0.726,18.6,19.6,0.592,-4.1,1.7
James White,WAS,2015-16,35,66,7,16.0,13.2,0.5,4.9,0.5,0.2,3.8,0.512,0.33,0.864,34.3,6.9,0.565,1.7,1.4
Bam Green,IND,2015-16,33,75,46,27.0,16.7,8.2,3.3,0.5,0.1,2.7,0.418,0.352,0.807,21.6,17.5,0.504,-1.3,3.7
Chris Wilson,CHA,2015-16,31,34,16,21.5,8.9,7.4,4.5,1.2,0.8,2.0,0.482,0.36,0.809,31.0,16.2,0.536,-3.1,-1.4
Jayson Taylor,MIA,2015-16,27,82,52,33.6,14.9,8.9,0.2,1.8,0.6,1.0,0.438,0.312,0.866,27.9,17.3,0.554,-0.4,3.6
Fred Thompson,NYK,2015-16,21,29,5,21.5,7.0,4.2,3.6,1.9,1.3,1.7,0.451,0.403,0.869,16.4,16.6,0.549,3.3,1.9
Jayson Williams,CLE,2015-16,22,65,58,24.8,8.2,5.6,0.2,0.4,0,1.4,0.465,0.341,0.837,19.5,5.9,0.611,3.2,1.3
Marcus Hill,MIN,2015-16,32,63,58,21.5,16.3,8.7,2.2,0.9,0.5,0.3,0.404,0.416,0.804,29.4,23.8,0.574,3.8,1.8
DeAndre Young,LAC,2015-16,24,77,38,35.9,9.1,6.7,5.8,0.7,0,3.2,0.53,0.366,0.734,32.9,17.1,0.57,2.6,-0.4
